amount,sender_account_age,receiver_account_age,is_fraud,sender_account_id,receiver_account_id
39.33,162,1507,0,4036,4031
4.18,3446,1165,0,2872,3586
46.5,3645,281,0,4319,3315
74.72,563,47,0,2649,2314
57.99,244,2527,0,3972,2083
139.04,2209,229,0,1006,2872
48.0,3344,1152,0,4703,1982
54.46,2898,455,0,2133,2052
35.42,1303,3444,0,4933,1444
23.23,512,3319,0,2136,1030
38.27,3463,947,0,2000,2597
22.95,2288,1818,0,1953,3170
3.07,2447,1514,0,4005,3657
421.74,2266,406,0,3972,1278
19.46,1711,1328,0,1145,4526
9.27,1507,2414,0,1840,1889
9.29,1495,1251,0,4451,1577
21.07,786,239,0,2791,1385
56.05,178,1652,0,1263,2621
8.68,3269,1665,0,4146,4565
15.42,2823,2351,0,3742,2144
3.18,205,1539,0,3767,4783
465.15,2458,1347,0,4787,3393
300.32,262,2409,0,3397,4262
29.77,2630,3028,0,4282,4870
14.24,2050,945,0,2661,1864
18.41,2306,3252,0,4031,4857
198.65,1526,98,0,3231,2080
53.38,1965,2264,0,2956,4110
174.07,129,867,0,2927,1334
68.9,3284,1417,0,4694,4558
68.01,990,3573,0,4377,3899
230.3,215,1746,0,2608,4102
12.74,3580,2236,0,4100,1120
18.53,744,1280,0,4334,4713
93.38,1184,3624,0,1358,3759
82.03,1522,724,0,4474,1989
317.8,1599,473,0,2418,1502
1.14,734,3500,0,4685,2221
18.84,291,846,0,2743,3182
21.67,351,1231,0,4131,4795
12.64,3350,2803,0,3195,1452
269.21,149,2262,0,3062,1752
290.347603851963,9,1214,1,2345,1412
27.45,597,3391,0,1923,1105
105.52,2094,1216,0,4895,1667
209.76,1539,705,0,1902,3297
1.99,2979,2390,0,2095,4326
111.31,3091,1790,0,2400,3140
19.92,485,1592,0,1253,3698
57.96,3344,3430,0,3454,2662
20.97,132,2256,0,1533,2829
10.67,1826,1517,0,4605,4667
521.36,2975,828,0,4669,1606
49.04,2327,3299,0,4257,3918
5.47,474,932,0,3318,2167
26.5,2772,719,0,4012,2272
191.3,420,2737,0,2160,2667
140.32,2377,1946,0,1912,3519
196.3,532,2238,0,4857,3455
13.23,1451,145,0,3353,1213
57.56,929,446,0,3444,4177
8.35,1311,2360,0,2534,1315
379.43,1811,3240,0,3241,2768
1.46,83,3268,0,2854,3279
60.94,1627,2645,0,3972,1376
12.83,875,3488,0,4663,1312
171.8,969,3461,0,1666,2143
854.6,1288,3157,0,1742,3739
16.35,3353,3517,0,1653,4036
164.91,3561,3230,0,4095,2472
522.44,2102,2512,0,1098,1706
1.14,3008,1949,0,3751,4630
276.25,1642,2279,0,2525,2278
29.19,1519,425,0,2186,3215
25.04,3559,476,0,1927,3212
83.42,1496,96,0,4161,2766
1.85,2989,606,0,2399,2250
10.31,1912,1357,0,1469,2309
191.37,1790,3228,0,4964,4530
2.76,3417,89,0,2565,3006
31.54,2726,2943,0,2714,3604
11.3,3639,3043,0,3849,3487
36.2,2571,1971,0,4859,1568
150.62,3386,1437,0,1315,2703
11.53,596,2944,0,1903,1111
4.26,2912,963,0,2731,4018
43.38,175,1734,0,2087,3796
127.74,872,2200,0,3611,1648
13.61,1644,1320,0,3105,3570
251.11,3150,2653,0,3132,2164
372.52,3622,1654,0,2970,2328
59.72,2787,602,0,1641,1190
86.57,1556,490,0,1309,4705
5.9,1784,909,0,1211,2312
445.89,1670,3133,0,1791,4745
46.91,1871,1488,0,3805,1017
75.43,1697,3060,0,2115,1442
86.95,635,1594,0,4817,3872
26.72,3430,345,0,2492,3644
90.44,100,768,0,4766,1523
16.07,2311,2393,0,2493,1642
19.73,682,1223,0,4369,3782
40.3,171,3382,0,3927,4451
323.52,2748,3580,0,3441,1761
95.6,3173,1333,0,2860,1950
17.56,2247,2018,0,4348,1714
2.67,1219,62,0,1574,4148
79.35,2777,1836,0,3496,1215
3.76,2586,326,0,2829,4143
10.89,1048,489,0,1224,4212
34.62,202,1056,0,3962,3231
2.08,1091,897,0,2649,4307
11.56,2242,1543,0,2444,4118
72.52,1036,3595,0,2486,1976
212.49,100,1913,0,4826,3159
19.92,2009,636,0,1107,3723
47.47,3539,1391,0,1531,1305
218.96,1320,3541,0,4593,2039
123.3,1444,1341,0,3319,1946
439.17,1827,1640,0,4350,1840
47.86,2977,2530,0,1604,4467
5.93,1054,2231,0,1452,1086
5.74,1265,1705,0,2623,4212
8.74,2742,3012,0,1063,2023
18.62,2530,468,0,4133,4978
9.82,3275,904,0,3998,4346
12.06,2256,2153,0,4421,2843
163.88,601,2970,0,1771,4401
17.31,3293,3559,0,1097,3149
47.89,644,1519,0,2984,2204
1.42,2254,2200,0,4981,3737
463.82,1984,3209,0,1459,4000
4.16,458,3182,0,1541,2093
8.24,1785,2214,0,1843,4006
4.96,3344,874,0,4909,1821
5.63,2725,1087,0,2789,1487
1.57,355,1014,0,2988,2623
3.72,1771,3506,0,3219,1196
70.8,1429,631,0,4570,3847
111.3,1096,1397,0,2716,3262
1.74,1928,3351,0,2815,4852
8.51,3338,624,0,1208,1542
31.23,3283,451,0,3362,1609
9.79,147,1478,0,4415,4749
22.36,1593,893,0,1063,2737
4.78,233,676,0,2260,2702
35.1,962,352,0,1222,1590
150.93,2083,3400,0,1381,4681
23.49,2215,214,0,4978,4720
5.23,301,891,0,2102,2801
17.04,1754,2608,0,1550,1929
2.84,615,3318,0,3345,4810
23.16,3404,3359,0,2110,2975
12.7,839,3457,0,3895,2079
49.9,1766,419,0,3102,4612
37.84,1510,3256,0,3817,4174
79.63,523,3229,0,1706,4621
10.51,680,361,0,1236,3537
15.84,2026,645,0,1819,2984
198.48,226,2133,0,2702,2110
4.85,3498,3478,0,1070,4992
43.6,1164,3196,0,2859,1591
124.31,3630,601,0,1552,1696
18.68,2216,965,0,4177,3775
342.45,2526,2915,0,3318,4712
18.02,35,3618,0,3331,2618
4.47,2858,2443,0,3169,4484
28.99,2707,2961,0,2231,2951
61.81,3173,2692,0,2773,3969
0.45,63,888,0,4087,4476
35.91,1417,1594,0,4338,4755
31.61,573,299,0,4742,1483
15.31,3132,3016,0,1402,1204
7.58,3354,2619,0,4199,2715
141.12,3577,472,0,1710,2926
10.6,71,2583,0,4380,3238
25.36,238,2988,0,2086,1386
32.55,2464,122,0,4909,2951
89.85,1273,2101,0,3713,4592
11.36,2014,137,0,4249,4210
15.11,1526,3510,0,4213,1840
7.59,3362,272,0,3867,2025
26.98,1217,2187,0,3432,1527
291.91,2482,1568,0,1497,4937
9.07,600,258,0,1949,2679
38.97,638,2757,0,1361,1779
9.17,3147,2528,0,2774,3550
109.08,3510,1308,0,4603,1815
12.09,2243,994,0,1791,3400
40.37,886,601,0,1691,3031
1.14,2322,2251,0,1304,2066
194.71,1134,1968,0,2243,1327
3.25,2424,2549,0,3015,2804
86.59,2714,1911,0,1000,3699
42.49,2760,2204,0,3305,3560
21.25,3620,2504,0,2440,3955
22.13,1102,1753,0,1832,3861
4.47,2581,1485,0,2403,1371
1.63,902,1331,0,4530,1480
35.42,3504,1753,0,1898,3212
13.27,2129,221,0,1266,2565
40.41,1744,189,0,1725,1257
356.3072578545451,18,3070,1,4235,2131
361.36,1771,984,0,2447,3271
5.51,200,1552,0,4743,1216
155.55,2953,1525,0,1059,1801
13.97,2944,2098,0,2557,1121
6.99,484,574,0,1520,2502
51.66,1848,175,0,1740,1778
75.14,375,2350,0,2437,2428
3.6,2237,1404,0,1532,2705
37.82,2693,1882,0,1729,3639
211.89,1960,2273,0,2826,3829
8.31,1999,3000,0,1915,4483
59.76,527,3204,0,3440,1909
58.83,3089,785,0,2051,4515
11.87,2882,685,0,4963,1116
12.17,3154,1161,0,3580,3110
5.94,158,1816,0,1340,1373
21.45,1369,3481,0,2855,4684
104.98,2456,1206,0,3447,1720
100.91,942,190,0,1074,3057
113.13,1780,1692,0,1017,3767
195.93,1221,550,0,4145,4511
6.13,3059,183,0,2325,4722
25.93,881,1672,0,4723,4734
11.34,620,3454,0,3131,3353
23.24,1008,980,0,2835,3944
3.88,780,3485,0,2518,1180
37.36,3506,300,0,3369,2477
43.08,3330,1243,0,2893,2790
6.14,3240,2815,0,2516,1910
36.06,1095,1344,0,1960,4156
8.25,456,19,0,4690,3262
27.0,3386,1666,0,2036,4359
4.64,966,859,0,4310,4933
40.26,2890,277,0,2070,3985
32.89,1658,1936,0,4831,4275
164.97,3223,3302,0,4014,1208
18.72,3079,1338,0,1663,1331
3.46,2997,2247,0,1470,4021
31.45,153,3392,0,3472,1535
196.55,2376,26,0,1262,4856
35.73,2560,3190,0,3276,3097
2.96,429,3617,0,3100,4223
50.61,2791,401,0,2981,2224
51.5,182,2706,0,3322,4098
246.46,573,1611,0,3109,4926
104.46,2469,2414,0,2636,3685
313.69,1394,2283,0,1746,4267
35.94,2560,949,0,4645,1058
7.12,746,159,0,2367,2580
771.08,1301,2478,0,4205,2944
46.08,3174,1284,0,3409,2812
11.12,2180,2954,0,3394,2054
76.41,3370,723,0,2703,3646
111.11,135,3607,0,2123,2753
14.91,682,511,0,1787,3218
10.56,235,2942,0,1189,4474
19.69,2970,2772,0,2884,3432
38.25,2491,2255,0,2136,1810
135.72,1424,2065,0,1257,1146
73.2,2700,2819,0,3550,4184
38.4,382,1425,0,2887,1886
56.22,2226,387,0,4725,1668
182.11,3057,3164,0,3896,2444
40.32,513,3137,0,1231,1092
1.3,1956,2096,0,3110,4988
82.19,669,2323,0,2736,1544
11.32,1957,1932,0,4735,3861
48.01,2069,3288,0,1022,1491
1.61,1986,427,0,3939,3483
19.17,59,3024,0,1639,1022
50.29,1095,3152,0,1420,3393
16.87,2830,2824,0,2097,3290
333.09,567,3646,0,2917,1319
4.33,851,2880,0,3701,2870
20.79,2518,3532,0,3965,1980
36.11,3541,1451,0,3614,1416
65.89,1459,3607,0,2109,2533
50.4,1802,2175,0,4485,4600
4.96,638,2945,0,4340,2228
13.39,1647,1954,0,4722,4529
4.27,2071,1893,0,4470,1422
12.45,1811,2379,0,4251,1199
90.5,505,960,0,1631,4526
120.65,2257,1455,0,2413,4754
12.24,2686,1221,0,1187,4716
5.02,3153,753,0,3219,3734
24.53,2030,178,0,3597,2766
64.33,3223,2555,0,3303,4945
48.59,2169,232,0,3629,1046
4.23,2378,3577,0,4765,2299
7.86,3135,2022,0,1847,4368
111.31,2550,2604,0,4938,4831
104.97,73,3254,0,4790,3103
6.97,519,854,0,2316,4381
1.86,2400,1076,0,1633,1600
3.48,241,235,0,1835,3660
60.73,84,644,0,2671,2150
9.08,2370,676,0,3432,4730
66.2,688,332,0,4066,1108
18.16,2424,475,0,1221,3722
13.27,2234,2280,0,3384,3089
9.73,2187,2653,0,1798,3048
5.03,2063,1096,0,3597,4258
11.41,3157,1973,0,3781,4915
4.4,625,3051,0,1515,4023
92.49,597,2120,0,4686,1304
54.64,1807,1238,0,3218,1484
18.04,1170,3571,0,1012,1162
12.96,536,2704,0,1100,3021
66.27,2717,2146,0,2673,1165
16.96,3288,2001,0,2141,4795
540.92,1692,2702,0,2114,4115
17.65,362,3436,0,1701,4271
34.73,935,373,0,1391,1471
3.14,3184,3117,0,3294,4158
80.5,1292,2445,0,1828,2251
3.78,1059,880,0,1662,4159
17.95,3353,1763,0,4274,1154
11.49,2165,1478,0,3543,1528
16.89,3406,2732,0,3813,3024
136.7,1371,1530,0,2319,2035
262.68,796,2455,0,2572,1277
39.17,848,624,0,3616,3388
155.66,1084,1337,0,2739,2021
70.93,545,3008,0,1983,2256
50.46,151,3019,0,1202,3193
26.03,3363,1759,0,3428,3834
77.52,2480,632,0,3593,3953
683.8,3187,1163,0,3304,1951
12.02,2685,820,0,4527,1628
16.52,2313,2476,0,1880,3338
19.85,1803,2581,0,4596,2406
10.35,2200,1092,0,1728,4129
10.81,2753,2663,0,2812,4204
7.2,1777,1319,0,4973,1221
46.51,75,2907,0,3073,4750
27.06,2077,285,0,1737,1101
88.27,2162,1106,0,1256,1401
65.52,385,3611,0,1865,1346
3887.72,3271,607,0,4422,2884
3.34,3089,362,0,2306,1706
376.79,2828,1536,0,4071,1248
96.43,2956,1586,0,3289,4952
90.61,1187,1810,0,2665,1993
13.43,3240,644,0,1463,4993
42.53,2976,3011,0,2101,3226
13.42,1578,3494,0,1650,4821
52.74,2624,2189,0,4332,4653
107.43,377,1171,0,1005,3593
77.28,3303,2131,0,2872,1991
15.8,919,603,0,2629,1092
50.61,2822,76,0,1299,2645
77.79,72,1213,0,2432,3143
161.8,559,1615,0,2540,1072
32.97,2145,910,0,4320,3167
15.84,216,759,0,1865,4334
21.97,1799,3108,0,1371,3053
572.07,3153,833,0,4874,1061
261.67,870,1130,0,3576,3808
11.31,536,3264,0,2321,2544
249.8,737,2346,0,1810,2869
3.5,390,2592,0,4522,4311
80.06,543,553,0,1579,4619
357.48,3005,1128,0,1915,3633
117.22,3081,1803,0,2241,4550
11.87,3178,2816,0,1614,1129
12.2,2925,2131,0,4764,2049
249.24,413,1545,0,2432,1377
9.85,1484,2694,0,3700,4112
1112.94,495,1688,0,3985,1526
13.11,3168,2573,0,3992,1046
17.0,845,1775,0,2675,1377
15.67,1313,3635,0,3748,2246
97.69,3398,1293,0,2405,1856
108.16,3327,566,0,2885,1511
30.69,2520,73,0,3142,1622
27.39,1186,1613,0,3303,3950
157.12,182,3596,0,2000,4627
19.28,2632,3208,0,3044,4124
124.92,1210,2389,0,1308,3350
21.82,994,2854,0,4560,3844
24.58,1740,1395,0,2632,2334
84.5,540,644,0,1250,2118
8.01,1921,1182,0,3126,4223
41.8,2841,3045,0,2780,4381
4.45,161,1363,0,2688,3770
1.06,261,3332,0,4202,3694
11.28,1450,231,0,2535,1699
3.1,3138,2189,0,3064,3336
25.21,2711,2363,0,1226,1961
41.44,2156,3404,0,2137,1383
171.95,1194,1575,0,4426,2709
128.21,2321,3123,0,2778,3963
48.68,2853,2471,0,2662,3082
559.13,592,1212,0,2257,2430
2.76,339,1555,0,2169,2621
1.53,1329,1273,0,1608,1647
406.14,172,2536,0,1279,2153
39.34,609,137,0,1768,2143
81.93,3404,1325,0,1350,2896
57.53,2822,3606,0,1631,3127
377.09,1583,2140,0,4625,4013
15.97,22,3423,0,3734,4147
11.75,2279,1095,0,2245,4310
185.89,2072,1142,0,2507,3424
176.05,95,3415,0,4936,2019
3.8,2644,3360,0,1865,2156
74.82,475,607,0,4250,3136
51.61,465,3540,0,1650,2259
103.07,1225,3254,0,1223,2385
67.79,1348,2532,0,1313,4724
16.54,1720,2487,0,1103,3416
14.29,858,2227,0,4770,4854
4.8,1682,2775,0,1565,3282
28.24,2434,349,0,4911,4990
27.85,2247,832,0,4941,3414
19.7,601,2602,0,4763,2559
0.75,702,1327,0,1448,2474
41.29,3635,1086,0,2926,4874
67.32,1876,2143,0,2317,4551
17.69,2808,1282,0,4117,1639
45.45,2290,2260,0,2002,3595
15.28,1742,1998,0,1107,2629
13.19,461,2851,0,4018,3517
4.74,3449,2139,0,3523,2326
276.04,1696,1347,0,2164,1197
5.21,520,2506,0,3114,2175
43.67,3096,290,0,2064,2247
308.84,2050,2086,0,4070,1581
53.29,268,3508,0,1492,2995
976.54,762,2900,0,2310,1782
27.86,735,2867,0,1373,4033
2.95,3052,1829,0,4906,4082
95.26,1678,1256,0,2318,1135
10.21,2037,2345,0,1851,4015
55.87,2344,2413,0,3538,4266
183.51,169,113,0,3733,4140
14.82,3464,166,0,3936,2498
40.57,2401,2066,0,4536,1540
4.71,3527,1475,0,1726,4216
1.94,2095,2187,0,3985,3893
142.05,1639,1760,0,4548,1975
9.49,3158,3374,0,3746,4449
2.37,866,3030,0,1688,1702
38.93,596,1130,0,1520,4944
16.99,57,703,0,2494,4377
38.77,1315,3435,0,3938,3452
68.84,2404,1785,0,2380,3342
54.35,388,3269,0,2146,1866
98.6,2263,1057,0,2530,4840
14.76,3461,781,0,2431,2659
12.61,1321,897,0,4087,3914
13.88,2569,2941,0,1283,1749
21.05,154,857,0,2970,2587
1.64,1881,1545,0,1831,4414
38.46,2407,1645,0,3680,3734
20.34,1114,872,0,1982,1699
1.55,2219,171,0,2835,4827
12.17,3232,1171,0,1134,1347
151.15,36,2844,0,2762,1060
7.12,540,708,0,4409,4488
104.42,16,3288,0,3143,4801
14.62,1831,3648,0,4889,2930
19.0,2550,3393,0,3438,3189
7.75,767,1567,0,2983,3141
95.72,1958,218,0,3338,4007
46.95,134,240,0,2022,3129
7.06,2159,2540,0,1268,3948
24.12,810,2266,0,4807,3100
98.21530188868526,23,3464,1,1607,3483
13.23,1285,3569,0,1331,4299
154.93,3169,1148,0,3783,2418
13.95,1417,969,0,1158,2171
24.31,2576,1467,0,4570,2052
117.63,1135,1685,0,2315,2629
67.17,1067,2703,0,2538,2943
11.41,698,2272,0,1196,4094
216.44,1571,189,0,2591,3402
27.78,1248,2145,0,4560,4955
78.16,1541,2481,0,4845,3592
0.35,843,2050,0,3091,2281
1324.1640849668831,21,3335,1,4663,4482
243.49,2236,2686,0,1233,2348
15.11,1938,1777,0,1225,4154
39.28,2148,1401,0,1453,1000
24.53,2451,673,0,1894,1853
74.41,2397,1779,0,3553,1063
27.19,1048,64,0,4746,2088
108.84,563,732,0,2931,2988
57.95,82,3078,0,1847,2679
147.69,986,2863,0,4333,4037
3873.36,166,285,0,2440,2255
126.67,926,675,0,1683,1835
18.68,2761,3068,0,1745,2307
5.29,552,1866,0,1913,4988
42.2,3279,3503,0,3772,1600
72.69,2112,2582,0,2444,1681
422.08,1879,2404,0,3923,2897
593.98,1211,2135,0,2073,2897
8.82,1578,1268,0,1476,2999
25.45,3404,1352,0,1592,3755
151.36,616,1742,0,3869,4394
34.7,991,2524,0,1917,3451
98.07,1712,1247,0,4478,4453
52.56,1823,806,0,1873,4260
15.42,3091,2692,0,3355,4975
17.33,3528,611,0,3113,4413
34.95,1531,1280,0,1286,4727
819.63,3178,3138,0,1156,4671
119.91,2644,670,0,3401,1411
16.61,3283,3127,0,1399,3151
63.33,590,2617,0,1776,1175
4.47,2715,3282,0,3092,3791
49.66,920,1816,0,3563,1801
23.83,2499,936,0,3818,1870
14.25,2047,3516,0,4057,3437
58.19,393,2289,0,1981,1179
101.32,1014,3,0,1406,2161
13.45,600,2510,0,4623,4531
23.15,2921,668,0,2689,1155
64.39,185,1415,0,1439,3210
205.33637865817562,24,477,1,4361,4173
278.58,889,1691,0,1320,1873
29.91,1709,2148,0,1979,3156
4.43,805,17,0,1978,1855
8.17,3438,2055,0,3705,1085
143.38,3646,3136,0,4795,1289
200.9,3245,987,0,1835,3115
28.09,1174,2607,0,1349,3417
4.48,325,1705,0,4155,4507
10.02,2713,2857,0,3366,3958
10.14,1286,946,0,1468,2315
17.01,2096,2663,0,3106,3594
22.23,1468,2771,0,1071,1462
21.28,1504,1610,0,2206,3776
13.44,3380,1533,0,1894,1886
38.83,39,2020,0,3544,2858
57.58,1451,568,0,4788,3082
359.01,1336,1496,0,1260,2032
510.44,2771,2338,0,2457,1865
2.37,1468,3447,0,2689,1919
23.1,2345,2433,0,1673,4375
144.38,1373,1303,0,3238,2503
450.5,3066,2360,0,2823,1335
5.72,500,2120,0,4481,4260
289.72,853,1361,0,4523,2730
48.6,2675,2687,0,2505,4683
34.99,982,2498,0,4121,4621
3.4,2451,3,0,4724,3881
20.37,209,2771,0,1319,4820
30.37,908,2056,0,4391,1678
21.79,2887,850,0,2006,4591
206.74,372,944,0,1404,2887
75.04,1235,2910,0,1662,2287
2.47,743,2185,0,1778,3570
38.88,290,487,0,3357,3269
53.23,3316,1062,0,3020,3396
55.1,2318,2094,0,2501,3315
78.39,3493,1436,0,2373,4705
83.6,2957,3316,0,1788,1622
10.83,2934,2445,0,4936,3794
35.54,963,3168,0,4279,2988
369.19,1792,743,0,1527,2957
41.2,1101,1887,0,3423,2953
30.31,233,1064,0,4537,1479
263.24,1296,298,0,4810,1150
114.38,2045,1003,0,3132,2613
33.4,136,3166,0,3251,1534
217.36,384,667,0,4466,2093
3.27,1538,242,0,2164,4730
28.32,232,3080,0,3158,2695
38.02,1296,433,0,1814,4335
4.14,1792,7,0,4770,3587
71.72,1807,2974,0,3830,1831
38.39,1124,1746,0,1323,1843
36.33,997,3260,0,1991,2307
3.92,3196,3160,0,4308,3169
16.86,2119,3005,0,3044,2365
54.09,3153,1204,0,3156,3327
57.6,368,389,0,1659,2474
25.25,3060,3322,0,3525,1061
409.8246675364081,27,1390,1,4408,1525
9.29,2558,883,0,4425,3489
3.3,423,2229,0,2755,1629
24.55,1964,2810,0,3665,4792
46.48,1086,2238,0,1643,1309
15.67,1939,3057,0,4496,3010
49.72,107,3570,0,1683,3814
11.1,3515,3113,0,1896,4321
20.02,910,3456,0,1643,2771
83.07,1057,2825,0,1936,4466
39.21,735,2309,0,3606,1761
15.35,1785,653,0,4736,1896
19.5,2656,240,0,1944,3178
168.73,2854,1332,0,3672,1419
12.58,1031,1924,0,2552,1738
26.78,12,697,0,1394,4107
12.39,3236,1425,0,1562,2600
4.3,83,34,0,4893,3276
23.9,308,50,0,2659,1055
5.65,1785,3199,0,4356,3910
602.71,666,1041,0,2901,2807
158.6,2541,1355,0,4062,3536
6.82,1712,2597,0,3018,1506
7.55,3426,976,0,3226,1345
23.27,3510,372,0,2743,4380
26.83,1359,54,0,3528,1338
13.75,1245,3634,0,4270,4578
395.0,526,2426,0,2102,3393
40.22,3301,689,0,1091,4219
47.62,1999,3631,0,1609,1461
458.09,3312,2206,0,4912,2584
14.49,2562,1470,0,2704,1216
237.55,496,2011,0,4179,3222
34.03,2406,1454,0,3623,4217
35.27,3153,3642,0,2154,2145
180.67,1299,3468,0,3291,1687
28.57,3594,2150,0,1633,1108
9.91,3577,345,0,2827,2944
85.07,2540,501,0,2926,4797
157.47,146,2825,0,4759,2416
32.88,112,3564,0,1536,3729
137.4,3642,2363,0,3839,4830
3.12,1782,107,0,2135,4756
9.91,3386,1075,0,3126,3810
35.61,2385,3430,0,2377,1448
444.51,218,1681,0,4915,4568
32.9,828,1497,0,4679,1535
1.82,182,368,0,1917,1393
4.39,311,1587,0,1531,4410
69.05,2349,1751,0,4859,4915
11.68,1793,922,0,2967,3623
14.07,2272,3215,0,2865,3400
3.35,83,122,0,2821,2136
831.27,2075,1735,0,1011,3789
65.08,2745,348,0,4110,1854
108.18,2522,748,0,4589,3772
15.19,3170,2355,0,4644,3490
91.26,2163,3599,0,4235,3384
28.54,1021,1412,0,3828,4658
13.0,2147,1711,0,1557,4700
24.14,2714,2076,0,4405,2690
0.86,2350,1919,0,1270,4014
191.41,1088,792,0,2660,4040
24.51,1623,2497,0,4793,1503
5.65,3157,2194,0,1454,4919
150.16,2206,1274,0,2198,1030
28.44,1787,3173,0,4629,3877
1.9,249,399,0,2250,1146
28.43,3089,2919,0,1072,1248
14.28,2015,345,0,4062,3769
16.84,3223,135,0,4182,2364
9.05,50,3075,0,3703,2236
5.69,1589,1078,0,3244,1011
6.81,2944,1980,0,3774,4107
7.19,375,591,0,4878,3906
11.88,3397,947,0,2154,1423
8.93,2270,1923,0,1365,3474
11.76,3575,2506,0,3255,1697
16.2,2103,501,0,4974,4786
64.08,142,12,0,3981,1079
53.53,2671,2672,0,4761,4683
178.25,941,953,0,3374,2944
54.43,114,1070,0,1809,3175
41.18,1935,1687,0,1448,1417
9.33,1229,1303,0,4557,4514
9.23,2899,1145,0,3780,1218
1.31,1828,2012,0,1158,3659
10.75,1763,1234,0,3985,4290
145.78,1409,2651,0,4053,2619
137.31,1019,2680,0,3781,4938
13.68,3419,1445,0,1466,2512
106.89,3031,3392,0,2782,2588
1.69,3046,1664,0,2387,1926
4.89,1399,1498,0,2642,4517
1.52,3290,1055,0,4379,2763
106.28,87,3232,0,1230,2861
587.67,3271,1473,0,3935,4389
23.0,3065,2220,0,1794,3501
8.5,3637,3001,0,2616,1944
99.86,3118,2384,0,4649,2379
9.68,732,71,0,1793,1774
8.09,817,1491,0,3213,1898
17.55,967,119,0,2930,2744
551.4,3352,2006,0,2629,1016
46.83,2320,3256,0,1762,3274
42.19,3378,1230,0,2553,4026
12.85,1188,3364,0,3688,1593
8.79,1216,2285,0,4691,3727
64.82,1032,1507,0,4218,2409
43.76,2995,567,0,2574,3154
9.94,2177,2431,0,2827,3874
37.07,3238,1690,0,3737,4346
48.75,109,1746,0,1971,1743
51.73,2622,2240,0,4744,1761
11.66,2585,1763,0,4124,1109
102.19,3468,3477,0,2975,1588
266.71,192,2293,0,3209,4398
7.08,3609,2409,0,1316,2946
13.53,1641,429,0,1781,3724
6.86,1338,1225,0,2269,1196
602.46,3362,1454,0,4865,3051
14.31,452,601,0,2033,3843
45.4,3641,3306,0,3845,3724
61.46,728,1742,0,2958,4894
9.4,1644,1525,0,2213,1127
28.32,3136,304,0,4849,1483
82.09,357,1231,0,2628,2939
23.3,2481,1033,0,4281,1904
3.75,3493,1585,0,2282,3619
234.47,67,2092,0,1035,3998
12.27,2945,1171,0,4787,3596
153.74,1154,2795,0,3034,3168
15.47,648,3210,0,1749,4644
655.6928476063094,29,3295,1,4335,4859
81.51,2243,1258,0,3286,1880
29.68,3006,396,0,1518,3379
1.33,3047,565,0,4547,1913
9.51,2322,492,0,2492,3273
140.06,3469,3297,0,4700,4806
486.68,377,2225,0,1803,3490
1023.7526448377511,27,2616,1,3715,4015
158.95,1450,2986,0,1779,1961
31.24,37,1827,0,4599,4752
71.83,3503,854,0,3138,4915
14.17,2018,2728,0,1038,1076
28.64,1894,2467,0,2412,2385
40.96,1222,3475,0,3159,1360
87.16,2831,805,0,1508,4887
199.18,252,2888,0,1396,2307
40.58,1046,1312,0,4179,2252
29.42,1269,2218,0,3399,4666
16.45,1330,243,0,1903,1382
84.84,3046,103,0,3046,3439
59.05,1196,1476,0,2401,1007
11.79,1880,1473,0,4616,1248
21.42,2020,1511,0,2589,1526
943.4,3503,2649,0,4175,4514
3.74,3198,2462,0,3751,3689
5.45,3089,2904,0,1164,2855
110.5,121,1480,0,3734,2011
61.31,1578,2049,0,1779,1596
1351.484508728361,13,1276,1,3944,2814
58.49,3514,3257,0,2795,4616
2.97,370,2323,0,2304,4143
11.12,105,3129,0,3530,1728
79.45,896,1430,0,2267,1810
67.06,3498,1814,0,2416,4489
43.45,2289,2844,0,4528,2012
39.51,1610,2594,0,2295,2755
51.32,3567,1746,0,2219,1586
34.98,2300,152,0,3038,2605
19.89,2891,1774,0,4068,4055
40.1,3070,2915,0,1877,3116
118.69,2686,2351,0,4820,4111
32.3,294,1599,0,1180,3822
41.06,21,2693,0,4365,1538
26.97,386,1490,0,4575,1010
7135.66922659514,20,2280,1,4946,1330
488.34,3038,2931,0,4946,3862
73.75580689076453,3,3106,1,1155,1266
51.2,934,1569,0,3653,4905
38.04,2673,2593,0,3762,2176
62.1,2085,3556,0,2761,4713
27.59,634,3249,0,4768,1151
7.74,3451,1622,0,1840,3749
12.66,2720,554,0,4062,2961
1.93,1737,1006,0,1438,3625
4.61,1219,488,0,3127,1671
8.46,1450,3245,0,4977,2599
47.29,2659,493,0,4805,3387
195.01,3485,485,0,4489,4923
30.57,2262,867,0,3724,1948
458.04,2280,87,0,2238,1793
137.03,1503,1897,0,4568,1872
86.14,1056,3215,0,3944,3072
1.67,922,3103,0,3866,1092
183.05,3024,2142,0,2906,4129
97.24,2207,1442,0,3840,4808
18.31,2883,3402,0,2970,3594
8.24,3603,3532,0,1666,4395
2.9,1408,1042,0,1634,2649
56.56,614,1587,0,1685,1711
32.74,1040,2165,0,1942,1846
23.77,1719,2856,0,2022,3231
5.5,2753,808,0,2532,4743
13.21,867,3537,0,4171,1126
5.44,1503,2357,0,2073,2869
16.08,3631,3588,0,4053,2177
175.77,2264,1189,0,2025,2410
7.53,2379,2543,0,2976,1359
237.87,1019,2325,0,3066,4544
49.77,1373,1480,0,4570,1108
